sample	samples	RNAss	FOXM1	AKT_PATHWAY	ALK_PATHWAY	BRCA_ATR_PATHWAY	CASPASE_CASCADE_(APOPTOSIS)	CTLA4_PATHWAY	PD1_SIGNALING	PI3K_CASCADE	PTEN_PATHWAY	RAS_PATHWAY	RB_PATHWAY	Subtype_Immune_Model_Based	cancer type abbreviation
TCGA-A6-5666-01	TCGA-A6-5666-01	0.619159	10.36	-0.6881	-2.1503	-0.7291	1.0583	0.1773	-0.4618	-1.232	-0.27	-0.8516	-1.3579	Wound Healing (Immune C1)	COAD
TCGA-E6-A1M0-01	TCGA-E6-A1M0-01	0.618141	11.25	0.481	-1.4117	-0.4637	1.7448	-0.0451	-0.28	-0.4726	0.2884	-1.0812	-1.3823	Wound Healing (Immune C1)	UCEC
TCGA-22-5481-01	TCGA-22-5481-01	0.617256	11.57	-0.2235	-0.1219	-0.7889	1.5422	0.9392	1.3141	0.9634	-0.8637	-0.0931	-0.3187	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-AJ-A3TW-01	TCGA-AJ-A3TW-01	0.616331	11.43	0.5059	-0.7761	-1.4283	0.7783	0.0605	-0.0181	0.5938	-1.4468	-0.8168	0.6382	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-AH-6897-01	TCGA-AH-6897-01	0.614951	10.66	0.1808	-0.9357	-0.9513	1.095	0.3125	-1.3517	-0.8556	-1.1024	-1.0907	-0.3382	Wound Healing (Immune C1)	READ
TCGA-G4-6304-01	TCGA-G4-6304-01	0.613248	10.27	1.0786	-1.3565	-1.1165	0.483	1.0881	0.8897	-0.5798	-0.8941	-1.0762	-1.5266	Lymphocyte Depleted (Immune C4)	COAD
TCGA-RU-A8FL-01	TCGA-RU-A8FL-01	0.612881	11.14	0.1635	-1.0363	-1.7352	1.1071	-0.5236	1.5106	-2.0955	-0.9168	-0.9766	-2.1309	Wound Healing (Immune C1)	COAD
TCGA-IN-A6RO-01	TCGA-IN-A6RO-01	0.611584	11.6	0.0291	-1.4965	-0.9022	1.0017	0.6966	-0.5983	-0.4731	-1.6358	-0.2639	-0.2832	IFN-gamma Dominant (Immune C2)	STAD
TCGA-G4-6295-01	TCGA-G4-6295-01	0.610979	11.88	1.3124	-0.6222	-0.471	1.2364	0.9729	1.6124	0.4867	-0.637	0.4547	0.0479	Wound Healing (Immune C1)	COAD
TCGA-CN-A6V7-01	TCGA-CN-A6V7-01	0.610761	11.48	0.6733	0.1016	-1.5529	1.6369	1.1616	-0.0728	-0.0457	-0.6804	-0.6933	0.0869	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-DY-A1H8-01	TCGA-DY-A1H8-01	0.610513	11.04	0.7336	-3.1371	-0.8378	0.6337	-0.522	0.4813	-1.2437	-0.6737	-1.9214	-3.1631	Wound Healing (Immune C1)	READ
TCGA-ZJ-AAXB-01	TCGA-ZJ-AAXB-01	0.607692	10.96	-1.3998	-2.2175	-1.6704	1.3122	-0.7052	-0.4018	-0.85	-1.0701	-1.901	-2.2633	Wound Healing (Immune C1)	CESC
TCGA-E2-A1II-01	TCGA-E2-A1II-01	0.607645	12.63	-0.9975	0.598	-0.6836	1.5439	1.6448	-0.6351	1.6802	-0.7238	-0.3989	-0.3306	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-BR-A4CR-01	TCGA-BR-A4CR-01	0.607433	11.45	-1.4956	-0.525	0.2645	1.6027	-0.7165	-0.2507	-1.0662	0.8445	-1.3591	-1.5775	Wound Healing (Immune C1)	STAD
TCGA-KP-A3VZ-01	TCGA-KP-A3VZ-01	0.60713	11.4	-2.4208	-1.3183	-0.3501	1.4238	-1.3053	-0.3086	-1.2009	0.3564	-1.9065	-1.3091	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-AD-6963-01	TCGA-AD-6963-01	0.607125	12	1.8364	-1.0615	-0.8952	1.1851	1.3686	0.143	0.3464	-0.9843	0.005	-0.1514	Wound Healing (Immune C1)	COAD
TCGA-AZ-4681-01	TCGA-AZ-4681-01	0.606222	10.57	0.551	-3.3896	-2.1803	0.1407	-0.6339	-0.0099	-1.6052	-2.3336	-1.6908	-1.5573	Wound Healing (Immune C1)	COAD
TCGA-R6-A8WC-01	TCGA-R6-A8WC-01	0.605814	11.75	-0.1738	-1.5185	0.3219	1.5967	0.4426	-0.5422	-1.5679	-0.7041	-0.108	-0.4017	Wound Healing (Immune C1)	ESCA
TCGA-39-5037-01	TCGA-39-5037-01	0.60531	11.53	-0.5836	-1.2902	-0.0225	1.696	-1.2666	-0.1039	-0.8527	0.2088	-2.1869	-1.1983	Wound Healing (Immune C1)	LUSC
TCGA-C8-A1HJ-01	TCGA-C8-A1HJ-01	0.604162	12.46	0.5013	0.2636	0.1635	1.3801	-0.5759	-1.1445	-0.5771	-0.2609	0.2187	-1.1182	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-VR-AA4D-01	TCGA-VR-AA4D-01	0.604123	11.13	-0.8393	-2.8073	-0.2066	1.6205	-0.1478	-0.1235	-1.6203	-0.2204	-1.0424	-2.0444	IFN-gamma Dominant (Immune C2)	ESCA
TCGA-A6-2677-01	TCGA-A6-2677-01	0.603098	10.4	1.1338	-0.8166	-0.4301	1.5819	0.3835	-1.5268	-1.2834	0.2088	0.1106	-0.7648	Wound Healing (Immune C1)	COAD
TCGA-CG-5726-01	TCGA-CG-5726-01	0.602027	11.62	0.4232	-1.2316	-0.6304	0.7762	0.7382	0.8939	-0.3154	-1.5162	-0.6967	-0.012	Wound Healing (Immune C1)	STAD
TCGA-WR-A838-01	TCGA-WR-A838-01	0.600579	11.45	-1.4028	-1.7867	-0.573	1.272	-1.1153	0.7489	-1.3421	0.5165	-1.9922	-1.5454	IFN-gamma Dominant (Immune C2)	OV
TCGA-D5-6537-01	TCGA-D5-6537-01	0.600567	11.35	-0.3133	-1.2664	-1.06	1.2466	1.0495	-0.1992	-1.0197	-0.925	-0.6599	-0.5829	IFN-gamma Dominant (Immune C2)	COAD
TCGA-78-7155-01	TCGA-78-7155-01	0.599429	11.29	-2.5116	-1.8329	-0.628	1.8338	-0.8929	-2.3785	-0.2942	0.3545	-0.7734	-1.022	Wound Healing (Immune C1)	LUAD
TCGA-HU-A4H0-01	TCGA-HU-A4H0-01	0.599349	11.5	0.3436	-0.1991	0.2242	1.5258	1.8097	-0.8852	1.2503	-1.1926	0.5359	-0.4163	IFN-gamma Dominant (Immune C2)	STAD
TCGA-VS-A8EC-01	TCGA-VS-A8EC-01	0.599157	11.59	-1.9521	-0.6489	-0.2524	1.5679	-1.569	-0.8752	-1.8794	-0.5223	-0.9567	-1.3119	Wound Healing (Immune C1)	CESC
TCGA-JY-A6F8-01	TCGA-JY-A6F8-01	0.59912	10.76	0.1945	-1.7896	-0.8341	0.8315	-0.1912	1.249	-0.8828	-1.7974	-0.8795	-1.4381	Wound Healing (Immune C1)	ESCA
TCGA-D7-8573-01	TCGA-D7-8573-01	0.598784	11.44	0.4151	-0.3516	-0.5654	1.32	1.005	-1.3364	-0.0671	-0.9307	0.2715	0.609	Wound Healing (Immune C1)	STAD
TCGA-R5-A7ZF-01	TCGA-R5-A7ZF-01	0.598652	11.47	-0.0977	-1.5613	-0.0396	1.3723	0.4954	1.4312	-0.9387	-0.1639	-1.2411	-1.5203	IFN-gamma Dominant (Immune C2)	STAD
TCGA-VS-A9UV-01	TCGA-VS-A9UV-01	0.598514	11.97	0.6515	0.3493	-1.3507	1.7116	0.5686	0.3438	-0.5786	-2.2613	-0.7381	0.7142	Wound Healing (Immune C1)	CESC
TCGA-DM-A28M-01	TCGA-DM-A28M-01	0.597876	10.83	-0.1439	-2.1751	-1.6374	0.9944	-0.1431	-1.2953	-1.535	-1.5466	-1.0399	-1.6242	Wound Healing (Immune C1)	COAD
TCGA-DK-AA6T-01	TCGA-DK-AA6T-01	0.597195	11.29	0.1234	0.5528	-0.7281	1.6191	1.097	-0.7705	1.238	-0.7407	-1.2605	0.3455	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-BH-A18T-01	TCGA-BH-A18T-01	0.596986	12.61	-0.6805	-0.1819	-1.348	2.0213	0.4849	1.7728	-0.3138	-1.6503	0.129	-1.4248	Wound Healing (Immune C1)	BRCA
TCGA-CK-5914-01	TCGA-CK-5914-01	0.596183	10.84	0.9736	-0.5979	-0.8368	1.3982	0.82	-0.947	-0.4031	-0.9385	0.2366	-0.8261	Wound Healing (Immune C1)	COAD
TCGA-R6-A6XG-01	TCGA-R6-A6XG-01	0.594983	10.86	1.1825	-1.4727	-1.1327	1.092	-0.3281	-0.6512	-1.7411	-1.2384	-1.0598	-1.5503	Wound Healing (Immune C1)	ESCA
TCGA-LN-A49V-01	TCGA-LN-A49V-01	0.594036	12.77	-2.4183	-1.0849	0.1741	1.8141	-0.9125	1.3541	-1.2072	-0.7118	-1.2904	-0.4923	IFN-gamma Dominant (Immune C2)	ESCA
TCGA-D5-6532-01	TCGA-D5-6532-01	0.594005	11.14	2.2416	-0.9467	-1.1178	1.2531	0.5511	-0.8691	-1.3058	-0.5936	-0.1135	-0.6059	Wound Healing (Immune C1)	COAD
TCGA-ZM-AA0H-01	TCGA-ZM-AA0H-01	0.593126	10.05	0.0539	-0.8581	-1.3236	1.2186	1.0955	0.6671	2.101	-0.1524	-1.527	-2.1741	IFN-gamma Dominant (Immune C2)	TGCT
TCGA-Q1-A73S-01	TCGA-Q1-A73S-01	0.592944	11.39	0.3847	-3.1066	-1.3926	0.8762	-1.8897	1.4266	-1.1531	-2.133	-1.5957	-0.3334	Wound Healing (Immune C1)	CESC
TCGA-CN-4730-01	TCGA-CN-4730-01	0.592759	10.84	1.3651	-1.4256	-0.4262	0.4635	-0.6415	-0.3914	-1.0161	-1.5268	-0.0204	0.6557	Wound Healing (Immune C1)	HNSC
TCGA-69-8255-01	TCGA-69-8255-01	0.592343	10.66	-0.6912	0.0182	0.1644	1.4063	2.0852	0.69	1.214	0.0314	-0.62	-0.5174	IFN-gamma Dominant (Immune C2)	LUAD
TCGA-RD-A7BT-01	TCGA-RD-A7BT-01	0.592251	10.92	0.6378	-1.4603	-0.4805	1.2461	0.2401	-0.0735	-0.2192	-0.8295	-0.1818	-0.1229	Wound Healing (Immune C1)	STAD
TCGA-CM-4744-01	TCGA-CM-4744-01	0.592181	11.12	0.4694	-1.3936	-1.1559	0.8865	1.1647	-0.0574	0.4693	-1.8731	-0.9293	-0.4247	Wound Healing (Immune C1)	COAD
TCGA-CG-4436-01	TCGA-CG-4436-01	0.591374	10.74	-0.9625	-0.8838	-1.1752	1.3788	0.7348	-0.1539	0.1038	-1.2032	-0.1738	-1.1892	IFN-gamma Dominant (Immune C2)	STAD
TCGA-ZF-AA4T-01	TCGA-ZF-AA4T-01	0.591013	10.76	-1.1451	-1.7519	-2.8295	1.0554	-0.3976	-0.7655	-1.0345	-1.8432	-2.0699	0.8989	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-QG-A5YX-01	TCGA-QG-A5YX-01	0.59064	10.67	0.1828	-0.6179	-1.4155	0.7716	0.446	-0.1053	-0.8991	-1.2418	-0.5	-0.0797	Wound Healing (Immune C1)	COAD
TCGA-33-AASJ-01	TCGA-33-AASJ-01	0.589981	11.36	-0.1829	0.4117	-1.4472	1.341	0.2913	0.1344	-0.3694	-1.2789	-1.0927	-0.2448	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-DC-6160-01	TCGA-DC-6160-01	0.589513	11.18	0.6185	-0.565	-0.5495	1.1263	0.3472	-0.4247	-0.1265	-0.488	0.514	-0.5794	Wound Healing (Immune C1)	READ
TCGA-DC-5337-01	TCGA-DC-5337-01	0.589411	10.05	-0.8459	-1.265	-1.1468	0.9601	0.8788	-0.569	-0.0759	-1.1338	-1.1231	-1.1307	Wound Healing (Immune C1)	READ
TCGA-HU-A4G9-01	TCGA-HU-A4G9-01	0.589128	10.47	-0.3016	-1.4808	-0.7633	0.9747	0.4055	0.5192	-1.5056	-1.795	0.1773	-0.1933	Wound Healing (Immune C1)	STAD
TCGA-EA-A1QT-01	TCGA-EA-A1QT-01	0.588705	10.48	1.1186	-0.8414	-1.4878	1.4022	1.0207	0.6049	-0.1299	-2.0274	-1.133	0.0096	IFN-gamma Dominant (Immune C2)	CESC
TCGA-D8-A1Y3-01	TCGA-D8-A1Y3-01	0.58851	11.04	-0.431	-0.8909	-1.5739	0.9957	-0.3367	2.214	0.2451	-1.589	-1.644	-0.8868	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-AZ-4315-01	TCGA-AZ-4315-01	0.587855	10.46	-0.9428	-1.1163	-1.4194	1.1751	0.9428	-1.0352	-0.2364	-1.3648	-1.3103	-0.3041	IFN-gamma Dominant (Immune C2)	COAD
TCGA-AH-6544-01	TCGA-AH-6544-01	0.587668	11.19	0.7504	-1.4794	-0.3572	0.9879	-0.5586	0.0097	-2.0171	-0.4861	-0.7869	-0.7529	Wound Healing (Immune C1)	READ
TCGA-CD-8528-01	TCGA-CD-8528-01	0.586882	10.02	0.5389	-1.0882	0.0346	1.2194	0.8297	-0.1875	-0.4547	-1.1699	-0.8232	-0.6421	Lymphocyte Depleted (Immune C4)	STAD
TCGA-E9-A22G-01	TCGA-E9-A22G-01	0.586534	12.9	-0.5654	0.2226	-0.9489	1.2577	-0.5014	0.0208	-0.2843	-0.6732	-0.5264	0.6787	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-G4-6588-01	TCGA-G4-6588-01	0.58648	11.26	0.9492	-1.1144	-0.6146	1.1085	0.9708	-0.4658	-0.3824	-0.5464	-0.4836	0.1267	Wound Healing (Immune C1)	COAD
TCGA-SL-A6J9-01	TCGA-SL-A6J9-01	0.58641	10.7	-0.331	-0.2782	-2.2225	0.2423	0.8767	0.9272	1.2559	-1.7154	-0.642	-0.7041	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-C5-A905-01	TCGA-C5-A905-01	0.586097	11.09	1.0344	-0.5841	-2.038	1.7421	-0.0652	0.4852	-0.5729	-2.1441	-1.3123	1.2572	Wound Healing (Immune C1)	CESC
TCGA-DM-A0X9-01	TCGA-DM-A0X9-01	0.586065	11.25	0.2381	-0.7146	-1.1376	1.0777	0.8665	0.1501	-0.3285	-0.1461	-0.2585	-0.5641	Wound Healing (Immune C1)	COAD
TCGA-ZM-AA0F-01	TCGA-ZM-AA0F-01	0.585418	9.75	-0.0729	-0.8142	-0.17	1.396	0.7322	0.5431	1.7107	0.3786	-1.1385	-1.7935	IFN-gamma Dominant (Immune C2)	TGCT
TCGA-BH-A1FC-01	TCGA-BH-A1FC-01	0.584999	12.45	-1.4738	0.6181	-0.9229	1.3863	1.178	1.0901	1.0273	-0.0569	0.0299	0.9003	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-V5-AASW-01	TCGA-V5-AASW-01	0.584636	11.85	-0.1459	-0.8495	-0.3071	1.9984	1.2612	-0.3529	-0.6882	-0.9577	0.2889	-0.1006	IFN-gamma Dominant (Immune C2)	ESCA
TCGA-85-8354-01	TCGA-85-8354-01	0.584393	11.97	0.5774	-1.2216	-0.0546	1.0314	0.1998	-0.6794	-0.387	-0.3935	-1.0025	-0.6212	Wound Healing (Immune C1)	LUSC
TCGA-D7-6528-01	TCGA-D7-6528-01	0.584342	11.29	0.5942	-1.2435	0.2187	1.8498	0.2738	0.7596	-0.3339	-1.0151	0.0543	-0.2818	IFN-gamma Dominant (Immune C2)	STAD
TCGA-R6-A6DN-01	TCGA-R6-A6DN-01	0.584251	11.99	0.7052	-1.1754	-0.0677	1.0632	0.5064	-1.0759	0.0903	-2.1292	-0.1997	-1.6681	Wound Healing (Immune C1)	ESCA
TCGA-ZM-AA0D-01	TCGA-ZM-AA0D-01	0.584128	9.83	-0.1165	-0.6537	-0.2085	1.7613	1.2685	0.9139	1.9788	0.395	-1.3322	-1.8604	IFN-gamma Dominant (Immune C2)	TGCT
TCGA-AX-A3GI-01	TCGA-AX-A3GI-01	0.583862	11.82	-0.4411	-1.2635	-1.402	1.6248	-0.1564	-0.3089	-1.0562	-0.3959	-0.3984	-1.4471	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-GM-A3XL-01	TCGA-GM-A3XL-01	0.583659	12.22	0.8194	-0.0619	-1.7003	1.1214	0.6653	1.9571	0.9155	-1.4415	-0.2022	-0.042	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-O2-A52S-01	TCGA-O2-A52S-01	0.583461	12.02	1.3413	0.0739	0.4364	1.5511	0.0349	0.5195	0.7137	0.6164	-0.0249	-0.2929	Wound Healing (Immune C1)	LUSC
TCGA-HU-A4GN-01	TCGA-HU-A4GN-01	0.583454	11.18	0.5592	-0.2005	0.0306	1.5657	1.7486	-0.614	0.0912	-1.5948	-0.3805	0.2716	IFN-gamma Dominant (Immune C2)	STAD
TCGA-VQ-A8E3-01	TCGA-VQ-A8E3-01	0.583292	11.79	0.5363	0.5042	0.5793	2.147	2.3617	-0.0596	1.2288	0.4398	1.4613	0.7323	IFN-gamma Dominant (Immune C2)	STAD
TCGA-AA-3984-01	TCGA-AA-3984-01	0.582826	11.67	-0.0977	-0.5498	-0.61	1.3607	1.2698	-0.2153	-0.2467	-0.7369	-0.1334	-0.1027	IFN-gamma Dominant (Immune C2)	COAD
TCGA-VF-A8AB-01	TCGA-VF-A8AB-01	0.582698	10.78	0.5287	-0.1162	-0.9181	1.3329	1.1226	-0.0921	2.6005	-0.4321	-0.5682	0.3671	IFN-gamma Dominant (Immune C2)	TGCT
TCGA-VS-A9UD-01	TCGA-VS-A9UD-01	0.582305	11.75	0.5987	-0.0914	-2.0014	0.6877	1.6605	-1.5929	1.6658	-2.0438	-1.0797	-0.309	IFN-gamma Dominant (Immune C2)	CESC
TCGA-D1-A17K-01	TCGA-D1-A17K-01	0.582159	12.13	-0.8981	-0.6313	-1.1065	0.3257	-0.2437	0.6992	-0.6105	-1.0065	-1.9279	-0.7062	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-33-4583-01	TCGA-33-4583-01	0.581852	11.46	-1.4754	0.2764	-1.1327	1.5204	1.0071	-1.4535	0.0439	-1.1989	-1.0339	0.2904	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-CN-A63U-01	TCGA-CN-A63U-01	0.581779	10.58	-1.4368	-1.8568	-1.1727	0.1943	-0.6208	0.5617	-1.1543	-1.0441	-1.5071	-1.0687	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-VQ-A8P2-01	TCGA-VQ-A8P2-01	0.581437	11.15	-0.364	-1.2278	-0.3807	1.1026	0.1491	0.2995	-0.9183	-1.7786	0.1375	-0.5891	Wound Healing (Immune C1)	STAD
TCGA-CK-4952-01	TCGA-CK-4952-01	0.581377	11.77	0.2224	-1.6871	-0.2671	1.7227	0.0046	1.7013	-0.7514	-1.495	-0.6783	-0.0657	Wound Healing (Immune C1)	COAD
TCGA-JW-A5VK-01	TCGA-JW-A5VK-01	0.581115	11.05	0.8402	-1.4132	-2.9846	0.9774	-0.9582	-0.5797	-0.8713	-1.4405	-3.2049	-0.1682	Wound Healing (Immune C1)	CESC
TCGA-AJ-A3EM-01	TCGA-AJ-A3EM-01	0.580735	12.18	-0.5811	-1.2402	-0.8029	0.8547	-1.2347	0.4445	-2.2512	0.1326	-1.7018	-0.5975	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-BR-8372-01	TCGA-BR-8372-01	0.58067	10.58	-0.5836	-0.0328	0.0398	1.5377	2.6677	0.053	1.5476	-0.8975	0.6968	0.379	IFN-gamma Dominant (Immune C2)	STAD
TCGA-KB-A93H-01	TCGA-KB-A93H-01	0.580266	11.06	-1.5829	-2.0559	-0.9822	1.0389	0.0516	0.1123	-0.3318	-1.3098	-0.8661	-1.0505	IFN-gamma Dominant (Immune C2)	STAD
TCGA-FI-A3PX-01	TCGA-FI-A3PX-01	0.579743	11.39	-0.0495	-1.0691	-0.384	1.3691	-0.4512	-0.8398	-1.3532	0.0859	-0.2261	0.2368	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-LN-A49L-01	TCGA-LN-A49L-01	0.579739	11.58	0.0296	-0.5998	-0.1999	1.628	0.5045	-0.529	0.0103	-0.218	-0.0428	-1.2046	Wound Healing (Immune C1)	ESCA
TCGA-VQ-AA69-01	TCGA-VQ-AA69-01	0.579325	11.8	0.1224	-0.7313	-0.7092	1.8325	0.7351	-2.2095	-0.0604	-0.9071	0.266	-0.7341	Lymphocyte Depleted (Immune C4)	STAD
TCGA-CI-6623-01	TCGA-CI-6623-01	0.579223	10.76	0.7473	-0.8666	-0.6335	1.7448	0.8981	-0.1206	-0.716	-1.1781	-0.3939	-0.3626	Wound Healing (Immune C1)	READ
TCGA-DC-4749-01	TCGA-DC-4749-01	0.579059	10.93	1.636	-1.4813	-0.7746	1.3162	0.2309	-0.2639	-0.8206	-0.9413	-0.4084	-1.1892	Wound Healing (Immune C1)	READ
TCGA-ZM-AA05-01	TCGA-ZM-AA05-01	0.579021	9.31	0.6317	-0.9334	-1.5651	0.8941	0.9185	0.4409	1.776	-0.5912	-1.7342	-1.1523	IFN-gamma Dominant (Immune C2)	TGCT
TCGA-V5-A7RE-01	TCGA-V5-A7RE-01	0.578659	11.59	-0.751	-1.4556	-0.1507	0.6397	0.7191	-0.5672	-1.0912	-0.6554	-0.0652	-0.5174	IFN-gamma Dominant (Immune C2)	ESCA
TCGA-4Z-AA80-01	TCGA-4Z-AA80-01	0.57863	10.81	-0.6531	-1.3708	-1.1153	0.664	-0.4389	0.2337	-0.9447	-1.657	-1.15	-0.035	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-UF-A719-01	TCGA-UF-A719-01	0.577942	11.46	0.6596	0.2326	-0.8997	1.3834	1.0612	0.4295	-0.4754	-1.8702	-0.619	0.2298	IFN-gamma Dominant (Immune C2)	HNSC
TCGA-63-7023-01	TCGA-63-7023-01	0.57793	13.97	-0.7718	-0.4521	-0.1507	1.4165	0.238	2.1072	0.0827	-0.6129	-0.1987	-0.6052	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-G4-6317-01	TCGA-G4-6317-01	0.577752	10.15	0.8681	-2.4004	-1.6384	0.8142	0.1849	0.9579	-1.8406	-1.4824	-0.9159	-2.1281	Wound Healing (Immune C1)	COAD
TCGA-CK-5915-01	TCGA-CK-5915-01	0.577643	11.33	-0.36	-1.2635	-0.6069	0.9618	0.1196	-0.8637	-1.779	-0.5102	0.1385	-0.6993	Wound Healing (Immune C1)	COAD
TCGA-LP-A7HU-01	TCGA-LP-A7HU-01	0.577457	11.59	0.0504	-0.403	-1.8594	1.5921	1.0942	-0.3604	0.8188	-1.1627	-0.6798	1.1603	IFN-gamma Dominant (Immune C2)	CESC
TCGA-77-8144-01	TCGA-77-8144-01	0.57673	11.09	1.0765	-0.4688	-1.1892	1.3807	0.055	-0.9348	-0.3728	-1.5466	-0.8267	-0.7083	Wound Healing (Immune C1)	LUSC
TCGA-L5-A4OX-01	TCGA-L5-A4OX-01	0.576632	11.58	0.1939	-0.1009	0.1891	1.5436	1.0949	-0.5722	-0.4077	-0.8994	0.1146	-1.0045	IFN-gamma Dominant (Immune C2)	ESCA
TCGA-VQ-A91X-01	TCGA-VQ-A91X-01	0.576124	9.79	-0.0825	-1.9787	-0.835	1.2331	-0.2847	-0.1478	-1.5782	-1.2129	0.274	-0.6658	Wound Healing (Immune C1)	STAD
TCGA-F5-6814-01	TCGA-F5-6814-01	0.576108	11.55	0.6398	0.093	-0.1153	0.8719	1.056	-0.1321	0.3028	0.0507	0.5464	0.073	IFN-gamma Dominant (Immune C2)	READ
TCGA-CL-4957-01	TCGA-CL-4957-01	0.575976	11.72	0.9487	-1.1187	-0.497	1.084	0.2709	-0.2643	-0.993	0.5223	-0.2844	-0.1027	Wound Healing (Immune C1)	READ
TCGA-DI-A1NO-01	TCGA-DI-A1NO-01	0.575666	11.81	-0.4462	-1.6752	-1.2145	1.3977	-0.8832	1.8339	-1.4857	-0.6949	-1.2834	-1.2708	Wound Healing (Immune C1)	UCEC
TCGA-EI-6513-01	TCGA-EI-6513-01	0.575553	11.33	0.898	-0.4626	-0.4252	1.5091	0.4954	0.8429	-0.0753	-0.1157	0.3263	0.1434	Wound Healing (Immune C1)	READ
TCGA-A6-5665-01	TCGA-A6-5665-01	0.575462	11.03	0.1711	-0.7914	-0.6509	0.9415	1.5034	-1.1881	-0.0303	-1.196	-0.0702	0.3358	Wound Healing (Immune C1)	COAD
TCGA-DF-A2KS-01	TCGA-DF-A2KS-01	0.575424	11.04	1.2794	-0.5912	-2.4203	0.9143	1.0894	0.6214	0.1027	-0.1746	-0.1036	0.549	IFN-gamma Dominant (Immune C2)	UCEC
TCGA-5M-AAT4-01	TCGA-5M-AAT4-01	0.574798	10.83	0.4171	-1.3727	-0.832	1.3399	-0.4868	0.949	-1.3761	-0.1475	-0.9029	-0.4205	Wound Healing (Immune C1)	COAD
TCGA-AJ-A3I9-01	TCGA-AJ-A3I9-01	0.57364	11.45	0.3603	-0.9896	-1.6625	0.9448	-1.1634	0.6378	-1.1036	-0.3424	-0.7346	-0.5836	Wound Healing (Immune C1)	UCEC
TCGA-NC-A5HN-01	TCGA-NC-A5HN-01	0.573596	10.58	-0.5116	0.3307	-1.1926	0.9016	0.025	0.1516	-0.5954	-1.3349	-0.2883	0.517	IFN-gamma Dominant (Immune C2)	LUSC
TCGA-HU-A4G6-01	TCGA-HU-A4G6-01	0.573521	10.53	-0.2565	-0.9157	-0.2573	0.8037	0.8822	-1.0327	-0.4896	-1.2273	-0.4796	-0.2295	IFN-gamma Dominant (Immune C2)	STAD
TCGA-GC-A3RB-01	TCGA-GC-A3RB-01	0.573067	11.72	2.0453	-1.3779	-0.8845	1.0759	-0.5547	-0.1939	-0.7926	-0.9645	-0.6594	0.1392	IFN-gamma Dominant (Immune C2)	BLCA
TCGA-EY-A547-01	TCGA-EY-A547-01	0.572628	10.15	-1.6681	-3.6612	-1.5523	0.0239	-1.7125	2.7531	-1.3973	-0.4842	-3.6616	-3.0829	Wound Healing (Immune C1)	UCEC
TCGA-N9-A4Q7-01	TCGA-N9-A4Q7-01	0.572214	11.07	-1.1477	-0.2601	-0.7724	0.9361	1.7731	-0.9384	1.8478	0.0193	-1.1236	-0.8895	IFN-gamma Dominant (Immune C2)	UCS
TCGA-4Z-AA87-01	TCGA-4Z-AA87-01	0.572167	10.86	1.7679	-1.4398	-1.4607	1.3656	-0.3647	-0.2768	0.0924	-1.6218	-1.7157	-0.0441	Wound Healing (Immune C1)	BLCA
TCGA-C5-A1BL-01	TCGA-C5-A1BL-01	0.572116	10.81	-0.2174	0.4827	-1.5694	0.7786	1.2473	-0.733	0.7549	-1.672	-0.2669	1.4593	IFN-gamma Dominant (Immune C2)	CESC
TCGA-AG-3592-01	TCGA-AG-3592-01	0.571985	11.2	1.4209	-0.6222	-0.7804	1.6652	0.6679	-0.3979	-0.2292	-0.7349	-0.3247	0.4319	Wound Healing (Immune C1)	READ
TCGA-DM-A1D6-01	TCGA-DM-A1D6-01	0.570887	11.36	0.9695	-2.2208	-1.3394	1.3149	-0.7583	-1.5043	-2.077	-0.652	-0.885	-0.9648	Wound Healing (Immune C1)	COAD
TCGA-AR-A1AI-01	TCGA-AR-A1AI-01	0.570825	11.32	0.582	0.8248	-0.762	1.2304	1.482	-0.5336	1.1088	-0.7701	0.4015	0.5191	IFN-gamma Dominant (Immune C2)	BRCA
TCGA-AZ-4614-01	TCGA-AZ-4614-01	0.570763	10.97	0.4131	-1.7243	-1.0237	0.3279	0.1784	1.0508	-0.6895	-0.3742	-0.1957	-1.0317	Wound Healing (Immune C1)	COAD
